City,PM2.5,PM10,NO2,CO,O3,AQI,Year
Ahmedabad,50.7,156.114,33.44,8.58,59.94,256,2018
Ahmedabad,69.87,117.982,34.82,6.96,40.76,217,2018
Ahmedabad,61.53,138.18,42.53,10.41,48.3,291,2018
Ahmedabad,67.03,148.346,38.68,10.37,32.34,314,2018
Ahmedabad,43.37,140.174,35.01,20.03,40.07,355,2018
Ahmedabad,44.14,112.52,18.82,18.18,31.1,366,2018
Ahmedabad,69,337.494,7.32,25.24,15.906,404,2018
Ahmedabad,78.16,0.156,55.31,18.21,15.87,355,2018
Ahmedabad,83.27,0.184,50.38,15.82,18.23,338,2018
Ahmedabad,63.79,44.612,48.44,14.35,16.038,351,2018
Ahmedabad,50.27,98.33,46.15,9.53,27.41,280,2018
Ahmedabad,51.54,67.982,51.04,13.48,6.9,297,2018
Ahmedabad,54.35,0.156,50.45,11.58,14.85,319,2018
Ahmedabad,53.59,72.92,45.53,10.18,17.93,247,2018
Ahmedabad,55.77,31.184,45.87,13.06,13.14,321,2018
Ahmedabad,63.58,117.138,43.32,13.97,5.08,319,2018
Ahmedabad,103.08,161.9,59.19,16.31,43.526,345,2018
Ahmedabad,78.25,31.108,35.12,24.41,14.76,492,2018
Ahmedabad,77.84,54.286,31.88,35.49,21,491,2018
Ahmedabad,48.27,17.97,36.24,38,18.73,492,2018
Ahmedabad,55.21,68.372,35.74,39.11,18.658,497,2018
Ahmedabad,40.89,78.088,44.16,29.34,37.584,433,2018
Ahmedabad,41.59,35.396,49.96,35.38,21.708,484,2018
Ahmedabad,39.02,38.878,49.53,33.35,15.602,471,2018
Ahmedabad,39.42,41.056,51.25,35.54,20.666,495,2018
Ahmedabad,46.84,35.144,54.72,65.72,23.07,486,2018
Ahmedabad,36.27,67.972,45.79,25.63,10.53,413,2018
Ahmedabad,76.41,67.982,53.18,26.44,2.05,421,2018
Ahmedabad,62.72,67.982,50.49,21.89,0.72,400,2018
Ahmedabad,48.12,82.616,61.63,19.06,0.91,361,2018
Ahmedabad,36.8,85.004,53.33,21.07,1.16,385,2018
Ahmedabad,41.37,90.51,38.1,25.53,1.08,428,2018
Ahmedabad,302.08,67.934,28.1,27.2,0.88,440,2018
Ahmedabad,71.94,204.1,98.32,17.35,2.03,365,2018
Ahmedabad,47.95,204.096,151.73,17.08,2.51,336,2018
Ahmedabad,55.91,156.714,66.69,19.87,1.8,377,2018
Ahmedabad,72.06,67.962,59.1,24.72,1.26,442,2018
Ahmedabad,127.23,67.934,37.32,29.02,0.38,421,2018
Ahmedabad,127.37,67.954,40.59,25.58,2.77,428,2018
Ahmedabad,36.42,67.982,49.52,30.52,3.29,472,2018
Ahmedabad,40.97,124.61,113.8,29.94,3.69,478,2018
Ahmedabad,33.38,67.956,62.15,20.68,4.35,422,2018
Ahmedabad,33.51,67.954,40.85,17.84,7.95,347,2018
Ahmedabad,29.56,90.032,74.11,30.82,3.34,461,2018
Ahmedabad,21.89,67.956,63.9,27.75,3.02,447,2018
Ahmedabad,44.87,67.976,68.29,31.41,3.24,486,2018
Ahmedabad,48.95,67.956,63.01,25.57,2.96,485,2018
Ahmedabad,42.89,32.99,51.28,34.86,11.78,488,2018
Ahmedabad,43.18,51.704,51.27,29.79,18.448,474,2018
Ahmedabad,35.8,56.578,48.89,29.72,24.352,458,2018
Ahmedabad,37.76,54.938,45.39,23.91,28.632,428,2018
Ahmedabad,38.1,111.21,47.92,27.77,29.754,429,2018
Ahmedabad,39.43,111.21,47.83,29.96,27.5,461,2018
Ahmedabad,51.78,76.362,45.29,28.69,26.898,450,2018
Ahmedabad,63.4,25.678,48.24,26.58,9.568,453,2018
Ahmedabad,58.21,35.13,49.85,25.51,12.866,459,2018
Ahmedabad,47.83,67.982,49.36,25.73,3.22,468,2018
Ahmedabad,53.64,67.982,52.64,22.52,2.86,424,2018
Ahmedabad,48.18,67.982,51.41,18.31,2.81,366,2018
Ahmedabad,56.75,67.964,59.07,28.82,4.84,465,2018
Ahmedabad,41.21,67.954,38.73,25.18,9.92,434,2018
Ahmedabad,37.33,67.962,47.75,29.18,6.63,470,2018
Ahmedabad,28.74,21.742,45.61,25.17,20.2,455,2018
Ahmedabad,34.05,57.16,46.79,27.58,22.77,489,2018
Ahmedabad,28.94,0.156,53.02,21.18,16.38,431,2018
Ahmedabad,25.06,67.968,54.71,25.26,10.33,402,2018
Ahmedabad,32.05,67.982,48.62,29.19,10.76,469,2018
Ahmedabad,44.02,67.968,54.33,30.74,7.14,476,2018
Ahmedabad,48.73,67.962,47.11,27.87,11.25,459,2018
Ahmedabad,43.54,96.25,39.05,12.25,22.45,342,2018
Ahmedabad,28.66,0.156,55.15,18.31,15.68,311,2018
Ahmedabad,31.01,52.714,63.76,26.43,18.69,467,2018
Ahmedabad,33.95,67.976,67.31,30.33,14.95,429,2018
Ahmedabad,33.7,38.44,59.07,24.01,23.59,490,2018
Ahmedabad,48.21,67.976,66.43,29.28,13.38,445,2018
Ahmedabad,40.66,67.982,61.16,30.95,14.02,499,2018
Ahmedabad,38.65,31.176,60.26,30.68,16.31,482,2018
Ahmedabad,34.52,22.35,51.26,31.19,9.03,482,2018
Ahmedabad,58.92,115.934,67.8,26.74,23.154,491,2018
Ahmedabad,51.03,141.702,63.05,26.37,19.526,460,2018
Ahmedabad,28.8,32.604,49.07,28.47,13.67,440,2018
Ahmedabad,16.28,0.156,57.19,26.67,13.73,447,2018
Ahmedabad,21.06,0.156,53.85,29.17,13.218,477,2018
Ahmedabad,20.82,0.156,53.22,31.54,13.218,481,2018
Ahmedabad,18.18,36.248,62.81,33.85,16.352,500,2018
Ahmedabad,22.62,95.052,121.4,23.36,48.298,493,2018
Ahmedabad,21.12,52.688,66.12,22.46,15.85,410,2018
Ahmedabad,21.79,44.854,63.21,25.94,15.552,398,2018
Ahmedabad,18.87,58.1,85.35,27.35,34.338,457,2018
Ahmedabad,22.11,73.278,100.39,24.68,31.794,428,2018
Ahmedabad,24.07,105.554,133,20.32,75.33,413,2018
Ahmedabad,58.28,118.512,127.95,15.84,66.85,483,2018
Ahmedabad,63.92,159.884,102.78,12.95,69.39,379,2018
Ahmedabad,73.89,138.584,53.74,4.5,59.52,214,2018
Ahmedabad,110.05,236.372,114.23,19.73,51.12,403,2018
Ahmedabad,109.84,231.198,104.87,23.16,60.82,427,2018
Ahmedabad,107.26,262.282,94.48,26.76,48.62,487,2018
Ahmedabad,105.87,259.412,90.33,18.18,46.82,453,2018
Ahmedabad,72.93,168.01,78.54,90.96,69.95,161,2018
Ahmedabad,78.48,154.532,84.74,16.91,56.39,413,2018
Ahmedabad,63.75,100.69,77.73,11.7,59.28,415,2018
Ahmedabad,68.3,171.49,73.99,8.69,72.2,228,2018
Ahmedabad,91.23,161.134,65.66,32.82,56.17,392,2018
Ahmedabad,88.02,194.778,83.26,25.92,42.7,488,2018
Ahmedabad,75.42,166.038,75.02,11.02,54.91,423,2018
Ahmedabad,73.07,158.736,86.61,32.21,51.18,417,2018
Ahmedabad,70.04,153.218,78.1,14.87,55.89,336,2018
Ahmedabad,56.71,120.174,60.4,7.45,61.74,275,2018
Ahmedabad,59.4,108.016,47.87,7.23,71.46,191,2018
Ahmedabad,54.75,105.356,43.7,6.99,76.37,172,2018
Ahmedabad,62.18,138.786,55.29,7.67,73.67,198,2018
Ahmedabad,238.42,387.848,73.22,26.3,63.89,381,2018
Ahmedabad,72.1,173.89,94.32,11.61,63.46,355,2018
Ahmedabad,79.15,193.476,92.85,12.74,70.54,370,2018
Ahmedabad,94.8,193.504,79.56,23.18,63.95,448,2018
Ahmedabad,68.29,130.43,82.74,16.94,51.76,379,2018
Ahmedabad,67.75,121.186,81.78,17.63,63.34,396,2018
Ahmedabad,74.62,232.636,73.22,8.16,74.83,236,2019
Ahmedabad,89.72,201.636,80.78,13.83,73.64,313,2019
Ahmedabad,84.03,222.074,90.66,26.24,72.75,471,2019
Ahmedabad,75.49,191.508,61.8,9.04,80.26,407,2019
Ahmedabad,66.97,125.682,37.35,6.96,89.73,172,2019
Ahmedabad,161.09,269.018,116.48,101.89,84.85,116,2019
Ahmedabad,74.12,180.266,81.45,18.26,39.51,464,2019
Ahmedabad,52.92,140.022,63.81,11.03,43.54,302,2019
Ahmedabad,47.26,67.818,64.71,16.22,20,260,2019
Ahmedabad,52.79,78.012,59.21,18.13,22.586,430,2019
Ahmedabad,63.68,137.38,67.41,22.56,53.12,477,2019
Ahmedabad,73.37,133.092,77.92,16.1,39.08,491,2019
Ahmedabad,55.24,114.394,83.79,34.37,40.04,470,2019
Ahmedabad,47.01,125.05,66.95,13.12,45.06,334,2019
Ahmedabad,54.77,135.27,77.02,11.01,53.55,346,2019
Ahmedabad,50.15,156.668,67.96,9.02,47.5,254,2019
Ahmedabad,94.1,200.582,44.91,10.62,55.84,308,2019
Ahmedabad,105.03,222.736,56.09,10.13,43.09,290,2019
Ahmedabad,46.5,117.512,79.42,15.39,41.7,340,2019
Ahmedabad,41.76,108.322,77.13,20.48,44.7,492,2019
Ahmedabad,46.91,140.26,86.07,14.6,51.3,343,2019
Ahmedabad,72.53,150.432,102.5,20.61,46.37,489,2019
Ahmedabad,44.69,138.64,75.36,32.07,53.96,373,2019
Ahmedabad,37.96,16.888,48.69,16.2,15.47,403,2019
Ahmedabad,34.1,105.292,67.07,12.42,59.67,253,2019
Ahmedabad,64.44,136.09,45.6,13.19,33.88,467,2019
Ahmedabad,51.5,119.074,52.88,12.26,38.45,296,2019
Ahmedabad,33.38,125.732,73.92,14.07,48.39,307,2019
Ahmedabad,42.11,125.006,84.67,14.18,47.63,350,2019
Ahmedabad,46.35,121.224,69.51,9.25,69.79,318,2019
Ahmedabad,61.32,0.184,48.4,15.88,21.17,338,2019
Ahmedabad,48.84,138.592,42.96,9.85,51.34,276,2019
Ahmedabad,39.23,107.564,67.29,12.69,59.73,286,2019
Ahmedabad,45.37,127.284,72.21,23.56,49.33,461,2019
Ahmedabad,44.12,149.048,79.99,10.66,61.08,280,2019
Ahmedabad,46.52,139.342,48.97,17.55,47.77,310,2019
Ahmedabad,52.24,136.206,61.88,10.75,56.16,262,2019
Ahmedabad,62.44,156.772,84.42,26.15,58.49,428,2019
Ahmedabad,75.05,188.692,96.99,12.67,64.12,321,2019
Ahmedabad,60.5,154.772,104.48,18.21,56.66,353,2019
Ahmedabad,62.04,144.168,60.52,24.16,41.42,380,2019
Ahmedabad,64.71,130.252,81.65,20.95,38.94,402,2019
Ahmedabad,67.44,127.768,86.7,15.64,47.12,404,2019
Ahmedabad,74.35,169.866,58.93,11.84,28.63,471,2019
Ahmedabad,96.96,160.066,88.34,16.25,30.19,353,2019
Ahmedabad,97.68,134.792,72.48,21.56,20.2,420,2019
Ahmedabad,78.55,67.976,69.17,26.28,18.04,472,2019
Ahmedabad,73.58,169.062,63.23,19.53,26.46,493,2019
Ahmedabad,70.14,139.808,68.1,20.83,27.51,395,2019
Ahmedabad,67.2,198.252,57.38,11.75,46.45,406,2019
Ahmedabad,182.46,310.624,59.22,15.24,48.98,428,2019
Ahmedabad,95.69,230.872,60.62,9.19,75.85,392,2019
Ahmedabad,93.12,229.772,72.4,8.88,74.03,274,2019
Ahmedabad,64.3,167.642,95.27,10.74,74.2,354,2019
Ahmedabad,81.71,162.466,128.87,23.23,77.88,419,2019
Ahmedabad,132.76,253.61,65.49,9.13,78.36,255,2019
Ahmedabad,86.07,169.646,62.42,13.77,41.5,315,2019
Ahmedabad,72.58,124.502,54.32,14.52,2.97,326,2019
Ahmedabad,81.79,67.962,58.23,19.4,3.02,449,2019
Ahmedabad,72.54,130.332,74.87,23.99,3.11,455,2019
Ahmedabad,58.71,230.318,70.34,12.69,2.16,398,2019
Ahmedabad,72.51,204.08,57.84,15.56,3.12,346,2019
Ahmedabad,43.83,118.18,43.77,11.8,3.13,291,2019
Ahmedabad,37.55,122.41,85.12,15.08,48.23,281,2019
Ahmedabad,33.97,116.32,79.71,14.67,51.86,330,2019
Ahmedabad,35.48,130.07,77.61,18.02,38.99,356,2019
Ahmedabad,34.11,138.31,75.23,13.27,42.22,359,2019
Ahmedabad,24.6,103.88,81.24,11.03,46.65,321,2019
Ahmedabad,27.93,103.3,76.75,11.44,54.34,270,2019
Ahmedabad,41.39,135.65,89.1,14.29,49.7,323,2019
Ahmedabad,46.79,148,93.27,14.31,56.31,344,2019
Ahmedabad,51.63,156.97,89.18,17.96,49.62,404,2019
Ahmedabad,57.47,163.36,112.68,21.39,52.19,435,2019
Ahmedabad,50.27,156.63,103.05,21.02,49.86,440,2019
Ahmedabad,42.02,140.66,71.51,16.43,52.44,374,2019
Ahmedabad,46.51,136.34,85.37,16.75,44.53,360,2019
Ahmedabad,48.1,142.06,70.71,23.83,40.22,467,2019
Ahmedabad,41.38,119.91,70.35,21.8,41.5,402,2019
Ahmedabad,46.46,134.2,74.31,22.33,47.63,419,2019
Ahmedabad,39.68,117.51,77.12,20.89,71.62,408,2019
Ahmedabad,38.27,113.84,61.74,18.87,82.73,402,2019
Ahmedabad,35.06,127.56,68.94,12.63,75.71,303,2019
Ahmedabad,30.07,124.01,122.88,15.49,70.29,354,2019
Ahmedabad,48.74,135.9,154.42,16.38,73.95,358,2019
Ahmedabad,35.3,120.77,146.65,15.2,81.55,324,2019
Ahmedabad,34.31,115.46,127.02,16.31,80.39,360,2019
Ahmedabad,33.97,107.59,135.26,15.38,90.29,348,2019
Ahmedabad,41.08,156.33,140.5,12.8,85.2,333,2019
Ahmedabad,25.56,77.07,120.8,13.75,88.79,321,2019
Ahmedabad,26.75,103.12,112.66,14.4,77.88,338,2019
Ahmedabad,32.71,96.84,116.69,18.89,53.57,369,2019
Ahmedabad,32.79,107.15,103.69,25.17,30.45,397,2019
Ahmedabad,28.02,104.64,115.78,25.92,21.04,414,2019
Ahmedabad,26.92,72.7,130.64,22.25,24.37,363,2019
Ahmedabad,69.38,171.87,145.75,19.2,7.21,371,2019
Ahmedabad,35.67,103.64,147.44,18.86,74.84,348,2019
Ahmedabad,63.09,152.67,163.54,12.65,113.94,184,2019
Ahmedabad,46.13,102.66,146.55,14.35,108.07,328,2019
Ahmedabad,57.49,115.42,277.31,21.05,101.47,440,2019
Ahmedabad,49.23,97.91,174.15,19.38,90.33,411,2019
Ahmedabad,70.03,136.54,213.58,24.95,52.14,469,2019
Ahmedabad,60.03,109.4,176.24,25.55,52.95,436,2019
Ahmedabad,53.13,117.3,107.86,29.06,43.43,465,2019
Ahmedabad,43.22,104.74,168.15,28.45,69.91,486,2019
Ahmedabad,44.75,114.84,119.51,24.72,58.82,446,2019
Ahmedabad,44.27,96.61,118.73,24.13,49.16,426,2019
Ahmedabad,47.71,100.89,171.04,34.67,21.04,491,2019
Ahmedabad,34.72,80.67,148.91,26.15,50.85,451,2019
Ahmedabad,41.69,120.12,137.36,36.14,27.49,491,2019
Ahmedabad,41.97,109.2,107.17,30.92,34.38,490,2019
Ahmedabad,41.7,109.85,102.72,24.82,49.25,469,2019
Ahmedabad,42.43,116.7,114.44,32.1,38.2,455,2019
Ahmedabad,38.99,114.94,103.79,31.97,32.57,488,2019
Ahmedabad,32.7,105.78,103.72,26,45.92,466,2019
Ahmedabad,44.65,120.74,135.12,25.34,58.38,429,2019
Ahmedabad,51.63,130.55,156.06,27.48,52.03,459,2019
Ahmedabad,48.67,104.86,152.96,17.33,76.38,385,2019
Ahmedabad,37.73,82.63,115.28,13.1,113.3,309,2019
Ahmedabad,52.55,172.36,99.11,27.02,57.81,482,2019
Ahmedabad,46.8,98.91,32.44,34.26,42.64,469,2019
Ahmedabad,39.43,98.23,43,26.55,52.09,413,2019
Ahmedabad,47.55,100.1,30.99,32.36,47.92,478,2019
Ahmedabad,41.45,128.628,30.62,31.74,43.27,461,2019
Ahmedabad,45.43,118.95,30,36.56,30.53,492,2019
Ahmedabad,37.7,106.26,37.43,25.9,40.88,464,2019
Ahmedabad,43.43,153.39,33.44,29.34,43.28,477,2019
Ahmedabad,44.1,99.59,72.53,26.54,45.15,448,2019
Ahmedabad,22.26,50.03,41.31,28.38,37.92,440,2019
Ahmedabad,37.97,95.65,39.57,33.04,34.34,452,2019
Ahmedabad,41.77,175.24,49.65,28.77,47.71,467,2019
Ahmedabad,47.52,184.48,36.01,33.11,41.86,492,2019
Ahmedabad,50.55,117.04,52.84,31.12,31.08,471,2019
Ahmedabad,41.4,143.82,41.39,30.09,42.78,473,2019
Ahmedabad,46.58,138.91,53.62,26.7,61.08,466,2019
Ahmedabad,36.44,151.31,60.1,24.36,69.33,465,2019
Ahmedabad,45.37,176.7,64.69,24.41,68.52,462,2019
Ahmedabad,41.31,142.75,55.93,18.93,76.75,385,2019
Ahmedabad,30.82,119.98,57.44,21.13,69.77,360,2019
Ahmedabad,36.1,88.66,46.87,27.22,51.74,434,2019
Ahmedabad,37.05,111.11,48.51,30.71,37.33,464,2019
Ahmedabad,31.28,87.45,47.49,24.16,47.56,420,2019
Ahmedabad,25.64,69.07,52.47,25.23,44,419,2019
Ahmedabad,40.18,82.81,49.59,29.4,42.54,447,2019
Ahmedabad,39.16,86.22,62.06,16.72,77.97,401,2019
Ahmedabad,45.55,69.01,82.99,20.81,73.91,446,2019
Ahmedabad,55.43,80.39,81.63,22.28,84.1,432,2019
Ahmedabad,35.05,77.28,54.26,25.02,53.43,454,2019
Ahmedabad,33.15,59.41,48.34,18.87,57.52,408,2019
Ahmedabad,38.7,69.84,61.48,21.33,71.99,381,2019
Ahmedabad,45.2,69.26,72.02,23.33,39.15,468,2019
Ahmedabad,38,107.96,53.2,23.87,26.28,495,2019
Ahmedabad,27.17,55.41,61.34,11.26,42.49,314,2019
Ahmedabad,39.27,73.22,132.09,17.41,48.66,386,2019
Ahmedabad,45.4,85.77,128.45,13.26,51.35,356,2019
Ahmedabad,59.74,108.29,112.62,19.33,43.41,398,2019
Ahmedabad,58.49,89.47,124.86,18.72,60.11,476,2019
Ahmedabad,39.34,59.29,96.73,18.91,48.71,427,2019
Ahmedabad,28.2,40.35,80.73,18.36,40.22,466,2019
Ahmedabad,30.18,48.65,99.02,24.72,34.33,438,2019
Ahmedabad,20.71,44.65,79.1,14.94,33.31,432,2019
Ahmedabad,21.94,34.95,65.04,11.62,42.88,322,2019
Ahmedabad,33.66,56.01,92.52,11.85,72.52,266,2019
Ahmedabad,51.11,106.2,118.26,21.47,41.28,430,2019
Ahmedabad,87.87,154.68,186.56,6.94,93.28,318,2019
Ahmedabad,89.05,129.36,159.1,5.69,76.58,228,2019
Ahmedabad,81.62,118.57,121.02,1.7,114.49,225,2019
Ahmedabad,84.9,128.62,108.85,3.67,133.14,258,2019
Ahmedabad,46.84,83.85,114.63,6.05,91.42,249,2019
Ahmedabad,53.59,106.77,152.09,4.79,116.38,270,2019
Ahmedabad,82.74,148.8,186.72,7.26,90.23,334,2019
Ahmedabad,62.7,108.91,86.91,1.41,162.43,273,2019
Ahmedabad,57.54,81.3,72.14,7.32,103.24,199,2019
Ahmedabad,75.12,158.06,68.64,7.95,55.96,212,2019
Ahmedabad,37.74,93.24,62.2,7.42,51.34,200,2019
Ahmedabad,20.1,52.97,74.41,16.72,50,305,2019
Ahmedabad,63.17,145.88,112.58,9.85,46.54,362,2019
Ahmedabad,42.27,111.98,87.8,10.87,39.52,275,2019
Ahmedabad,33.68,69.15,115.67,23.59,36.66,351,2019
Ahmedabad,84.29,131.73,203.26,17.04,59.57,346,2019
Ahmedabad,56.86,79.47,156.28,15.77,46.86,358,2019
Ahmedabad,64.96,92.32,157.51,14.87,27.22,316,2019
Ahmedabad,48.99,107.67,163.7,14.05,38.58,358,2019
Ahmedabad,68.07,133.46,155.92,9.16,51.38,282,2019
Ahmedabad,84.08,170.94,208.92,17.69,49.3,289,2019
Ahmedabad,49.19,116.2,202.95,20.01,27.68,415,2019
Ahmedabad,43.56,94.58,121.43,10.3,16.36,411,2019
Ahmedabad,70.05,133.55,145.72,28.74,16.41,433,2019
Ahmedabad,55.5,95.86,99.44,17.1,16.02,356,2019
Ahmedabad,58.97,104.2,106.63,19.45,14.99,477,2019
Ahmedabad,60.38,98.67,98.24,17.72,16.21,443,2019
Ahmedabad,73.87,106.75,110.17,20.3,15.31,378,2019
Ahmedabad,64.06,101.44,92.88,16.8,30.45,441,2019
Ahmedabad,53.91,108.89,98.4,11.11,46.08,411,2019
Ahmedabad,38.15,89.99,140.56,7.78,40.11,236,2019
Ahmedabad,48.47,87.26,103.61,5.55,44.3,212,2019
Ahmedabad,46.95,86.39,86.67,8.07,41.06,199,2019
Ahmedabad,43.06,79.08,81.68,5.26,42.68,248,2019
Ahmedabad,46.74,76.39,60.49,4.02,48.16,192,2019
Ahmedabad,41.61,83.5,54.14,3.87,57.81,134,2019
Ahmedabad,77.66,99.48,62.09,4.32,51.79,140,2019
Ahmedabad,65.48,121.86,82.62,7.8,42.3,197,2019
Ahmedabad,64.87,122.33,71.51,14.15,47.75,344,2019
Ahmedabad,93.24,157.33,83.89,9.08,53.07,276,2019
Ahmedabad,92.26,135.81,76.33,12.09,53.65,293,2019
Ahmedabad,78.95,123.59,54.51,12.83,54.56,329,2019
Ahmedabad,86.88,143.98,35.11,26.73,35.3,458,2019
Ahmedabad,52.59,92.57,11.32,6.92,23.94,242,2019
Ahmedabad,63.33,99.3,14.79,4.66,24.07,157,2019
Ahmedabad,48.58,93.92,12,2.56,27.73,177,2019
Ahmedabad,45.47,89.73,20.62,5.2,30.45,145,2019
Ahmedabad,54.42,102.4,25.45,5.67,29.22,237,2019
Ahmedabad,72.45,116.1,25.88,8.84,24.83,231,2019
Ahmedabad,89.97,155.63,28.82,28.91,18.76,391,2019
Ahmedabad,64.25,121.71,34.29,10.97,12.43,206,2019
Ahmedabad,60.17,104.08,18.36,3.75,8.94,170,2019
Ahmedabad,57.99,97.02,17.47,2.2,6.35,113,2019
Ahmedabad,49.63,95.51,19.99,1.89,4.87,113,2019
Ahmedabad,53,98.1,20.11,4.07,5.4,166,2019
Ahmedabad,52.77,95.25,31.26,6.64,10.61,216,2019
Ahmedabad,39.89,83.69,50.41,17.34,19.03,381,2019
Ahmedabad,43.95,85.68,45.51,11.4,19.15,288,2019
Ahmedabad,53.52,89.41,43.92,30.94,23.66,398,2019
Ahmedabad,74.18,126.67,22.77,6.36,23.67,385,2019
Ahmedabad,79.57,131.62,12.64,3.78,23.67,216,2020
Ahmedabad,72.59,128.86,14.38,3.63,23.67,162,2020
Ahmedabad,69.54,128.99,15.13,7.06,23.66,220,2020
Ahmedabad,66.2,138.47,20.79,8.97,23.65,254,2020
Ahmedabad,55.99,110.41,15.34,5.41,23.61,255,2020
Ahmedabad,46.96,109.44,16.88,7.17,23.64,175,2020
Ahmedabad,70.06,161.09,22.67,7.37,23.58,285,2020
Ahmedabad,61.4,118.44,16.33,2.38,23.59,157,2020
Ahmedabad,38.89,93.4,14.14,2.41,23.64,129,2020
Ahmedabad,56.14,108.83,11.65,2.5,23.58,129,2020
Ahmedabad,59.96,109.98,14.37,2.38,23.58,114,2020
Ahmedabad,83.9,152.94,20.66,8.81,23.56,212,2020
Ahmedabad,89.34,143.84,19.05,8.08,23.69,368,2020
Ahmedabad,39.83,44.53,16.42,3.26,23.62,189,2020
Ahmedabad,53.27,90.4,16.01,3.59,23.66,142,2020
Ahmedabad,40.07,79.32,13.41,3.75,23.6,152,2020
Ahmedabad,80.24,219.84,15.61,20.06,23.62,334,2020
Ahmedabad,36.05,79.23,22.26,13.05,23.6,375,2020
Ahmedabad,36.21,82.86,15.65,20.86,23.6,384,2020
Ahmedabad,51.32,121.82,23.56,20.18,23.6,449,2020
Ahmedabad,38.71,88.47,16.11,10.39,23.56,483,2020
Ahmedabad,18.03,66.54,18.02,11.31,30.29,289,2020
Ahmedabad,28.77,73.99,21.98,20.76,32.37,204,2020
Ahmedabad,88.79,125.19,54.23,15.2,45.39,483,2020
Ahmedabad,52.31,97.67,38.28,9.38,26.07,336,2020
Ahmedabad,68.19,106.14,45.94,10.08,43.72,272,2020
Ahmedabad,56.5,121.52,55.49,6.1,41.16,387,2020
Ahmedabad,66.87,127.71,53.47,23.75,53.97,322,2020
Ahmedabad,69.85,124.4,40.74,6.25,31.984,215,2020
Ahmedabad,64.94,116.45,47.28,8.62,71.69,223,2020
Ahmedabad,79.58,145.12,55.78,12.48,42.4,340,2020
Ahmedabad,83.67,164.2,56.27,27.61,44.73,475,2020
Ahmedabad,50.55,116.51,57.55,18.72,31.28,412,2020
Ahmedabad,73.04,136.02,67.15,24.78,53.88,480,2020
Ahmedabad,59.47,124.36,63.11,14.28,76.89,388,2020
Ahmedabad,65.74,164.24,70.75,22.33,50.08,493,2020
Ahmedabad,60.61,133.31,52.78,10.49,38.67,407,2020
Ahmedabad,36.35,97.03,52.87,4.78,52.15,168,2020
Ahmedabad,54.06,104.74,51.33,4.22,39.74,219,2020
Ahmedabad,68.68,141.39,74.32,10.92,44.44,282,2020
Ahmedabad,53.86,136.6,75.13,17.8,52.74,421,2020
Ahmedabad,53.06,123.32,59.64,22.34,41.7,475,2020
Ahmedabad,77.58,155.65,60.32,21.26,39.83,460,2020
Ahmedabad,49.16,125.88,31.08,7.4,45.99,246,2020
Ahmedabad,43.75,115.5,24.16,8.43,38.62,261,2020
Ahmedabad,54.05,128.08,28.74,10.7,45.82,308,2020
Ahmedabad,51.32,140.9,41.31,12.19,64.01,359,2020
Ahmedabad,35.04,85.35,45.21,7.87,37.99,325,2020
Ahmedabad,37.02,90.26,32.91,5.55,67.75,170,2020
Ahmedabad,37.67,94.36,17.52,2.28,16.92,116,2020
Ahmedabad,31.12,80.79,21.51,3.56,16.68,152,2020
Ahmedabad,41.19,114.05,31.18,6.04,32.894,218,2020
Ahmedabad,41.72,97.7,24.99,6.95,72.25,302,2020
Ahmedabad,39.57,111.46,35.3,4,39.51,170,2020
Ahmedabad,39.42,115.8,31.33,5.11,33.16,215,2020
Ahmedabad,36.03,90.32,34.32,3.89,53.81,222,2020
Ahmedabad,53.07,112.92,37.65,16.02,29.536,310,2020
Ahmedabad,58.54,124.58,44.39,15.45,81.35,487,2020
Ahmedabad,74.43,132.17,31.56,9.82,36.14,296,2020
Ahmedabad,48.16,122.17,18.27,5.47,33.69,180,2020
Ahmedabad,44.61,112.32,31.4,4.98,49.45,247,2020
Ahmedabad,31.89,98.52,25.2,2.96,47.99,135,2020
Ahmedabad,33.25,91.38,33.45,4.28,38.86,195,2020
Ahmedabad,43.67,91.12,26.61,7.11,39.74,216,2020
Ahmedabad,22.93,37.12,18.52,5.23,34.41,193,2020
Ahmedabad,37.73,72.43,35.52,4.67,34.72,160,2020
Ahmedabad,20.67,75.48,26.98,3.08,40.17,125,2020
Ahmedabad,28.55,89.1,38.65,4.11,31.5,140,2020
Ahmedabad,29.97,98.96,22.08,3.85,36.86,145,2020
Ahmedabad,24.79,86.06,21.29,4.5,36.76,153,2020
Ahmedabad,25.52,88.12,24.24,4.46,38.17,164,2020
Ahmedabad,33.48,87.96,41.44,4.51,46.53,173,2020
Ahmedabad,39.44,84.83,39.88,3.82,58.08,182,2020
Ahmedabad,43.77,87.96,40.99,3.35,53.61,152,2020
Ahmedabad,46.64,95.3,29.6,3.75,49.67,145,2020
Ahmedabad,45.8,104.5,16.8,3.87,48.2,159,2020
Ahmedabad,36.3,90.07,15.65,5.19,49.83,183,2020
Ahmedabad,32.12,89.74,21.61,5.07,62.53,168,2020
Ahmedabad,30.73,78.56,28.65,0.59,42.61,113,2020
Ahmedabad,30.18,74.99,34.81,0.45,39,89,2020
Ahmedabad,26.7,72.83,27,0.36,42.16,101,2020
Ahmedabad,18.77,61.54,23.01,0.39,47.88,95,2020
Ahmedabad,31.16,72.09,25.9,0.37,43.35,89,2020
Ahmedabad,23.69,64.81,17.18,0.43,44.04,88,2020
